Timestamp,Email address,sba,fr
19/08/2022 18:18:21,,"M-āw də̄ dòktúr̀ dɨ́, m-ḭ́yā̰-sí ngàā","Je vais au dispensaire, je vous laisse maintenant"
19/08/2022 18:18:42,,Dìngàm nè lé dòlè dɔ̀-kə́y lì-á gɨ̀ mṵ̀,Cet homme couvre le toit de sa maison avec la paille
19/08/2022 18:19:07,,M-úlā kūbū gɨ́ mbùdù dóróng,Je porte une chemise qui est complètement trouée
19/08/2022 18:19:27,,Ná̰y lə̀-í lé kàdɨ̄ dò̰ kə̀nə́ng yā̰,Ta sauce est trop salée
19/08/2022 18:19:48,,ùbà dò̰dò̰ mbùdù òsō kə̀nə́ng,Il a piétiné la termitière et l'a percée et il est tombé dedans
19/08/2022 18:20:17,,M-āw dɔ̀ kāgɨ̄ gɨ́ mbā kòō né jē,Je monte dans l'arbre pour veiller
19/08/2022 18:20:36,,ndə́l dɔ̀ ɓī dɨ́,se réveiller
19/08/2022 18:21:15,,ùn bèl̄ kūnjá ùlà dɔ̀-á dɨ́ ɗā-né bàsá,Il prend les plumes (du poulet) et les met sur sa tête pour faire le jeune homme
19/08/2022 18:21:39,,Dɔ̀-ḿ tō-m̄,J'ai mal à la tête
19/08/2022 18:22:07,,Tàr lə̀-í lé m-ō dì-á ə̀ĺ,Je n'arrive pas à comprendre le sens de ce que tu dis
19/08/2022 18:22:49,, ḭ̀yà̰ ngōn lé dì-á dɨ́ bàá yàá,Il a laissé l'enfant seul sans aucune surveillance
19/08/2022 18:23:05,,M-āw də̄ dɔ̀-í dɨ́,Je vais chez toi 
19/08/2022 18:23:34,,m̄-tɔ̄l tà kùlà lə̀-ḿ dɔ̀-í dɨ́,J'ai fini mon travail avant toi
19/08/2022 18:23:55,,M-ūndā mə̀-ḿ dɔ̀-í dɨ́,Je compte sur toi
19/08/2022 18:24:25,,Tàr lə̀-í lé dì-á ùdù,"Ton affaire, on ne s'en occupe plus"
19/08/2022 18:24:49,,ìyā sə̀-sí dɔ̀ gúrsù gɨ́ d-ár-é lé,Il nous a caché l'argent qu'on lui a donné
19/08/2022 18:25:12,,"Lò-gɨ́ ùndā dɔ̀-dé dáà, ngḛ̀y léb-léb","Quand il est arrivé près d'eux, il avança à pas feutrés"
19/08/2022 18:25:55,,Dòktúr̀ lé ɔ̀sɨ̀ dɔ̀-bāgɨ̄ ngōn lé,Le médecin a donné l'injection à l'épaule de l'enfant
19/08/2022 18:26:24,,Dḛ́ d-ún nīń d-áw-né dɔ̀-ɓár gɨ́,Ils ont pris le cadavre et l'ont amené au cimetière
19/08/2022 18:26:52,,Nān-é jē ɗā kə́y lì-á dɔ̀-də̀r̄-lò gɨ́ tàŕ,Son oncle a fait sa maison en haut sur le monticule
19/08/2022 18:27:19,,Tə̰̄y gɨ́ ndɔ̀ɔ̄ kàr dɔ̀-gɨ́-dīí lé àndɨ̄ màjì yā̰,Le petit mil labouré à côté des termitières produit très bien
19/08/2022 18:27:46,, Kàr lé ùbà bə̀ŕ àndɨ̄ dɔ̀-gó,Le soleil se lève à l'est et se couche à l'ouest
19/08/2022 18:28:10,,Dḛ́ sán̄g dɔ̀-gɔ̀l-sí sár tḛ̀ḛ̄ nè,Ils ont suivi vos traces jusqu'ici
19/08/2022 18:28:36,,īlā dɨ̀ dɔ̀-jī-í,Pose-le toi-même
19/08/2022 18:29:07,,Tòbə̰̀y jē láy yàá d-á̰y dɔ̀-nàńg lə̀ Bāyā jē,Tous les lions ont fuit à la terre des Gbaya
19/08/2022 18:29:33,,Pə́n̄ Mùrsál̀ gɨ̀ àrdèpjùmbál̀ lé dɔ̀-ndá tò kènéng.,Entre Moursal et Ardepjumbal il y a un pont
19/08/2022 18:30:02,,"M-ásɨ̄ sɔ̀ dā gɨ́ ngìrà ə̀ĺ, dɔ̀-ngāng-ḿ tí","Je ne peux pas manger cette viande dure, mes gencives sont enflées"
19/08/2022 18:30:26,,Tò dɔ̀-ngɔ̄ bàá,C'est entier
19/08/2022 18:30:45,,Də̀w̄ dɔ̀-ngɔ̄ yàá tɔ̀ɔ́ àr̄-ī lé wà?,Qui donc a été assez bon pour te le donner?
19/08/2022 18:31:10,,"Dɔ̀-ngɔ̀ré, m-āw wàlá m-āw m-ōdō kándɨ̄ ɗɔ̄ý",D'abord je vais en brousse et je ramasse des noix de karité
19/08/2022 18:31:45,,Dɔ̀bɨ̄-m̄ gɨ̀ kə̀m-é,Il m'a fait signe avec ses yeux
19/08/2022 18:32:07,,Dɔ̀dɔ̀-ə̄m lé tō dā gɨ́ mbī-á ngāl yā̰ lə́m gōsū lə̀-á ḛ̀ yā̰ lə́m tɔ̀,"Le lièvre est un animal aux oreilles longues, et il est très malin"
19/08/2022 18:32:33,,Kó̰ kīnjá lə̀-ḿ tɔ̄ ngán jē dɔ̀g-gìr-é-kárā,Ma poule a éclos onze poussins
19/08/2022 18:33:01,,M-úwā kám-mbēdē jē nàńg lò dɔ̀gɨ̀ dɔ̀gɨ̀,J'ai mis les papiers en groupes de dix
19/08/2022 18:33:29,,Dɔ̀gɨ̀ lé bòý tōgɨ́ màn̄g bè nè ɗā dìngàm yā̰,"Le buffle est un animal de la taille du boeuf, mais il est beaucoup plus agressif"
19/08/2022 18:34:01,,"Ngōn-də́r gɨ́ dɔ̀ngɔ̀r lé ùndā rī-á nà ""Njā-ndān-dá""","Le premier petit pigeon, il l'a nomma ""Le renard est déjà rassasié"""
19/08/2022 18:35:07,,Gə̀r̄ ə̀ĺ yàá dɔ̀rɔ̄ ɓí wà?,Tu n'as pas encore compris?
19/08/2022 18:35:35,,D-ár-é kūbū gɨ́ sìgì dɔ̀rɔ́ ɗí-á lèl̄-é-né,"On lui a donné un nouvel habit, c'est pourquoi il est content"
19/08/2022 18:35:56,,Dèné lé dú dɔ̀-lò mbā kòō lī,La femme se dresse sur la pointe des pieds pour voir le serpent
19/08/2022 18:36:20,,àbɨ̀ lé tò dú màn̄ gɨ́,L'hippopotame reste au fond de l'eau
19/08/2022 18:36:40,,Ngōn gɨ́ dūú,un petit enfant
19/08/2022 18:37:03,,D-ún yò kó̰-dé d-áw dùbū,Ils prirent le corps de leur mère et allèrent l'enterrer
19/08/2022 18:37:27,,Ngán jē dúbū làr lé nàńg,Les enfants ont enterré l'argent dans le sol
19/08/2022 18:37:52,,"mā̰ m̄-dùbū, ī-dùbū, yḛ̀ dùbū, jḛ̀ḛ̄ ǹ-dùbū-jē, sḛ̀ḛ̄ ǹ-dùbū-jē, dḛ́ dúbū","j'enterre, tu enterres, il enterre, nous enterrons, vous enterrez, ils enterrent"
19/08/2022 18:38:16,,"Ndī ə̀r̄ nàńg, ɓār-ḿ ā-m̄ m̄-dùbū sə̀-í wúl lə̀-í","Si la pluie arrose bien la terre, appelle-moi que je vienne avec toi semer tes arachides"
19/08/2022 18:38:42,,Ngōn lé ùn dūbū kāgɨ̄ ɗèē-né ɓē-é,L'enfant a pris un morceau de bois et l'a apporté à la maison
19/08/2022 18:39:18,,Lò gɨ́ kṵ́nā̰ jē nō̰ ndáà dūjó-lò-kàr̄ ùbà,Quand les coqs chantent alors l'étoile du matin apparait
19/08/2022 18:39:45,,"M-āw də̄ dùktúr̀ dɨ́, m-íyā̰-ī ngàā","Je vais au dispensaire, je te laisse maintenant"
19/08/2022 18:40:14,,Màn̄ à̰ӯ dùlà-dùlà,L'eau coule à flots
19/08/2022 18:40:42,,Kàr-é ɓār dùlùg-dùlùg,Son coeur bat à grand bruit
19/08/2022 18:41:08,,Dùm kàw̄,C'est impossible d'aller
19/08/2022 18:41:36,,Də̀w̄ dùm̄-ī gɨ̀ ngɔ̄dɨ̄ ndáà ī-dùm̄-é gɨ̀ njā,"Si quelqu'un te dépasse en courant, il te faut le dépasser en marchant"
19/08/2022 18:42:05,,àw̄ gɨ̀ kùd-é dūm bàá,Il est tout nu
19/08/2022 18:42:29,,Tō dèné gɨ́ gɔ̀jì dúmsú bàá yàá ɓá tì-á ɓār yā̰ nò̰ó̰,C'est une femme très courte qui parle beaucoup là
19/08/2022 18:42:51,,M-ḭ́ dɔ̀ kāgɨ̄ gɨ́ m-ō-sō ndáà dūn-ḿ ndàng,Je suis tombé de l'arbre et je me suis cassé le bassin
19/08/2022 18:43:19,,Dùndā dɨ́ nè ī-tò ɓī dɨ̀ màjé yàá wà?,Pendant la nuit as-tu bien dormi?
19/08/2022 18:43:46,,ùnjà dùrùrù gāng,Il le coupe en gros morceaux
19/08/2022 18:44:09,,Də̀w̄ gɨ́ dùsù,une personne extraordinaire
19/08/2022 18:44:37,,ɗí m-ā kàr̄-é wà?,Que vais-je lui donner? 
19/08/2022 18:45:37,,Dḛ́ d-ár-é né sɔ̀,Ils lui ont donné à manger
19/08/2022 18:45:57,,Ngōn-é rī-á tē-é,Son enfant est malade
19/08/2022 18:46:22,,D-ó ngá lə̀ èl̄-bò jē dɔ̀ màsɨ̄ dɨ́,Ils aperçoivent les petits du Gros-Oiseau (perché) sur un tamarinier
19/08/2022 18:46:48,,ḛ̀ ɓá m-ē-é ə̀ĺ ɓí,"Lui-là, je ne l'ai pas encore vu"
19/08/2022 18:47:14,,ḛ̀-ń dá m̄-gə̀r̄ ə̀ĺ,Ça je ne sais pas
19/08/2022 18:47:45,,ḛ̀ gɨ́ ngàw dèné jē lé ə̀njī pà nà kúrā-màr̄-é-nè lé ùn tànjì lə̀-nè à̰ӯ-dɨ́ àw̄,Celui qui est le mari de la femme là pense que son ami avait pris la pintade et avait fuit avec
19/08/2022 18:48:20,,ī-tèē gɨ̀ ḛ̀ gɨ́ ɗàng là,Maintenant tu joues une autre
19/08/2022 18:48:49,,"ḛ̀ḛ̄, tō kɨ́ lə̀-sí yàá láy"," Oui, c'est bien le nôtre à nous tous"
19/08/2022 18:49:17,,"m-ə́dɨ́, ə́dɨ́, ə̀dɨ́","je me trouve, tu te trouves, il se trouve"
19/08/2022 18:49:41,, ḭ́yá̰-m̄ ā-m̄ m-ə̄jī tà lám ɓá,Laisse-moi réfléchir un peu d'abord
19/08/2022 18:50:01,,Jḛ̀ tō njè-ɓògò jē ə̀ĺ,Nous ne sommes pas des voleurs
19/08/2022 18:50:18,,Dùndā dɨ́ nè m̄-tò ɓī dɨ̀ màjé ə̀ĺ,Cette nuit je n'ai pas bien dormi
19/08/2022 18:50:33,,úlā jī-í ə̀m-í dɨ́ ə̀ĺ,Ne mets pas le doigt dans le nez
19/08/2022 18:50:52,,úlā jī-í ɗə́w ə̀m-í gɨ́ ə̀ĺ,Ne met-pas le doigt dans le nez
19/08/2022 18:51:13,,Ndɔ̄ kárā ùwà ə̄m ìlā kùlā gɔ́s-é dɨ́ àw̄ ìngà-né mbàw lé,"Un jour il a attrapé un lièvre, lui a mis une corde au cou, et l'a amené pour trouver le pêcheur"
19/08/2022 18:51:35,,ə̄m lé tō dā gɨ́ mbī-á ngāl yā̰ lə́m gōsū lə̀-á ḛ̀ yā̰ lə́m tɔ̀,"Le lièvre est un animal avec les oreilles longues, et il est très malin"
19/08/2022 18:51:53,, ī dá ə́mə̄ yā̰,Toi tu te presses trop
19/08/2022 18:52:15,,Kə́r lé ə̀mɨ̀,Le sésame (pilé) devient graisseux
19/08/2022 18:52:37,,Dā nè lé ə̀mɨ̀ yā̰,Cette viande a beaucoup de graisse
19/08/2022 18:52:59,,Lò-gɨ́ ndābɨ́ ə̀n̄ màn̄ ndáà tḛ̀ḛ̄ kànàng ə̀ĺ,"Quand le canard pénètre dans l'eau, il ne sort pas vite"
19/08/2022 18:53:16,,Ngōn lé ə̀ndɨ̀ sḭ̀,L'enfant a pété
19/08/2022 18:53:32,,Né ə̀ndɨ̀ màjə̀ĺ nè,Quelque chose sent mauvais ici
19/08/2022 18:53:53,,Mò̰y lé jɔ̄gɨ̄ kúrā-màr̄-ḿ yā̰ àr̄-é ə̀ngə̄,La maladie a dérangé mon ami à tel point qu'il a beaucoup maigri
19/08/2022 18:54:14,,Sɔ̀ né yā̰ nḛ̀ ə̀ngə̄ kə́ng-kə́ng,Il mange beaucoup mais il est toujours très maigre
19/08/2022 18:54:32,,Kúrā-màr̄-é lé ə̀njī pà nà àw̄ kórō-nè mbā tɔ̄l-nè,Son ami pense qu'il le chasse pour le tuer
19/08/2022 18:55:02,,ḭ́yá̰ mā̰ m-ə̄njī tà lám ɓá.,Laisse-moi réfléchir un peu d'abord
19/08/2022 18:55:20,,Ndɔ̄ gɨ́-ɗá ɓá ngàb-ḿ ə̀njī dɔ̀-ḿ dɨ́ wà?,Depuis quand mon mari pense-t-il à moi?
19/08/2022 18:55:38,,ɓāl kárā bè ndī ə̀r ə̀ĺ àr̄ ɓō ò̰ də̀w̄ jē yā̰ ngōn ɓē gɨ́ kárā bè,Une année la pluie n'était pas tombée et la faim rongeait les habitants d'un petit village
19/08/2022 18:55:56,,Ndī ə̀r yā̰ ɓō j-à dùbū né ɓōgɨ́-nè ə̀ĺ,Il pleut beaucoup alors nous ne pouvons pas semer aujourd'hui
19/08/2022 18:56:17,,"m-ā m-ə́r̄ ə̀dɨ̄, ī ə́r̄ ə̀dɨ̄, yḛ̀ ə̀r ə̀dɨ̄, jḛ̀ḛ̄ j-ə̀r ə̀dɨ̄","j'urine,tu urines,il urine,nous urinons "
19/08/2022 18:56:34,,"jḛ̀ḛ̄ j-ə̀r jē ə̀r̄, sḛ̀ḛ̄ ə́r jē ə̀r̄, dḛ́ӯ d-ə́r ə̀r̄-dɨ́ ","nous urinons, vous urinez, ils urinent"
19/08/2022 18:56:53,,Ngōn ə̀r ə̀dɨ̄ gìr kḭ́-á jē gɨ́,L'enfant a uriné sur le dos de sa mère
19/08/2022 18:57:15,,Ngōn lé ìlā-m̄ gè kɔ́rí ə̀r kàrī bàá yàá,L'enfant a jeté une pierre sur moi pour rien
19/08/2022 18:57:34,,M-ún ə̀r m-ílā-né yèl̄,Je prends une pierre pour lancer sur un oiseau
19/08/2022 18:57:51,,Màn̄g lə̀-á ə̀r ndòl-ndòl,Son boeuf est bien gras
19/08/2022 18:58:08,,"Lò gɨ́ ngúl lé ə̀r̄ mbá̰ dáà, ùlà jī-á dɨ̀ mbā kùn kárā nā̰","Une fois les ignames étaient cuites, il a mis la main pour prendre une et la goûter"
19/08/2022 18:58:25,,Sɔ́ dā nè ə̀ĺ nà ə̀r̄ ə̀ĺ,"Ne mange pas cette viande, elle n'est pas bien cuite"
19/08/2022 18:58:42,,Másàr lé ə̀r̄,Le maïs est mûr
19/08/2022 18:59:00,,Tə̰̄y lé ə̀r̄ kə̀m nò̰ wàā gɨ́,Le pénicillaire devient mûr avant le sorgho
19/08/2022 18:59:15,,Kō lé ə̀r kə̀m kə̀m kìnjà ngàá,Le mil est assez mûr pour récolter
19/08/2022 18:59:34,,ɓē lə̀ mə̀m-ḿ jē ə̀w,Le village de mon beau-père est loin
19/08/2022 18:59:56,,Kùr-í ə̀w yā̰,u as beaucoup tardé à revenir
19/08/2022 19:00:32,,ɗə́w ə̀b-m̄,Le chemin est long pour moi
19/08/2022 19:00:52,,Ndɔ̄ gɨ́-n̄ lé bɔ̀ɔ̄-dé jē ə̀w̄ k-àӯ kīdō gɨ̀ sà,"A partir de ce jour-là, leur père cessa de boire la bière et de fumer du tabac"
19/08/2022 19:01:09,,ə̄w rɔ̄-í tībī yūrō nàńg mbɔ̀r kə́y gɨ́ bè,Ne crache pas sur le sol à côte de la maison comme ça!
19/08/2022 19:01:27,,ə́ylépēlē tō yèl̄ gɨ́ bòý gɨ́ sɔ̀ ngán kīnjá jē,L'épervier est un grand oiseau qui mange les poussins
19/08/2022 19:01:46,,Né gɨ́ ā-m̄ lé ə̰̀y ə̀ĺ,Ce que tu m'as donné n'est pas suffisant
19/08/2022 19:02:11,,Mūnú ndùjī gàb-gàb,Il avale de la farine
19/08/2022 19:02:27,,Wōng ɗī-á àr̄-é àw̄ dɔ̀-ḿ dɨ́ gàbà-gàbà,Il est en colère contre moi
19/08/2022 19:02:55,,"ùwà gábɨ̀rà, ndə̀m̄ gɨ̀ kám àw̄ dɨ̀ kə́y lə̀-á","Il attrape un criquet, l'enveloppe dans des feuilles et le rapporte à la maison"
19/08/2022 19:03:13,,Gábɨ̀rà lé tō kùr̄ gɨ́ sɔ̀ kám kāgɨ̄,La sauterelle est un insecte qui mange les feuilles des herbes
19/08/2022 19:03:34,,Sé gādɨ̄ kòsɨ́ lə̀-í lé kándá wà?,Le prix de tes concombres est à combien?
19/08/2022 19:03:54,,Gádɨ́-màgār jē d-ílā jám d-úwā-né kə́m jē,Les araignées tissent des toiles pour attraper les mouches
19/08/2022 19:04:10,,Gágà lé tō yèl̄ gɨ́ ndà lə́m ndùl lə́m nè ɓə̄ĺ də̀w̄ jē yā̰,Le corbeau est un oiseau blanc et noir qui a beaucoup de peur des gens
19/08/2022 19:04:29,,ìngà gàgɨ̀ jōó bàá,Il a trouvé deux poisson-chats seulement
22/08/2022 00:26:01,,Dèné lé ɔ̀sɨ̀ gàjì njè-kùlà lə̀-á,La femme félicite son travailleur
22/08/2022 00:29:09,,Gàjì màn̄g Mbōrō ngāl yā̰ ùndā gàjì màn̄g jē gɨ́ ɗàng,Les cornes des boeufs Mbororo sont plus longues que celles des autres boeufs
22/08/2022 00:29:31,,è tō njè gàjì,C'est la responsable des amulettes
22/08/2022 00:29:56,,Bísī lé àndɨ̄ gál-ḿ gɨ́ à-m̄ m-tèē m-ōsō,Le chien courait entre mes jambes et m'a fait tomber
22/08/2022 00:32:31,,M-ún gáláw m-ár-é,Je le lui ai donné à contre coeur
22/08/2022 00:33:05,,M-ā gāng kùlā nòjī lə̀-sí,Je vais couper vos liens fraternels
22/08/2022 00:33:32,,m̄-gāng bā gɨ̀ tò,J'ai traversé le fleuve avec une pirogue
22/08/2022 00:33:57,,Gán̄g lé ɓār yā̰ ùndā kɔ̀dè,"Le tambour ""gang"" résonne plus fort que le tambour en deux faces"
22/08/2022 00:34:23,,Yḛ̀ ùndà gár-gō ngōn-é,Il a tapé son enfant sur la nuque
22/08/2022 00:35:02,,M-ndìbì pə̀r m-ār rɔ̄-ḿ gāw gáw-gáw,Je me suis bien réchauffé
22/08/2022 00:35:30,,Gàýrā lé tá nà̰ā̰ gɨ̀ màr nè ḛ̀ ngāl yā̰ ə̀ĺ,"Le palmier doum est pareil au rônier, mais il n'est pas si grand"
22/08/2022 00:35:55,,ɗā ɔ́jī né gà̰ ɗí wà?,En vertu de quoi as-tu fait cela?
22/08/2022 00:36:21,,Gà̰ā̰ gɔ̀l-í,Dresse-toi sur la pointe des pieds
22/08/2022 00:37:07,,Tōgɨ́ ī-gè dáà ā-m̄ gúsù dɔ̀-mùndá gìr-é mḭ́,"Si tu veux, donne-moi 175 francs (35 ""gours"")"
22/08/2022 00:37:27,,úwā də̄ gé,Mets-le à l'écart
22/08/2022 00:37:50,,Bɔ̀-ḿ jē tō gèl,Mon père est gaucher
22/08/2022 00:38:24,,Gèl-é tò gɨ́-n̄,Il a son défaut
22/08/2022 00:38:50,,Gél ɓɔ́l lə̀-ḿ mbùdù,Le fond de ma poche est percé
22/08/2022 00:39:12,,Sóò lé òsō gél màn̄ bùlà gɨ́,Le seau est tombé au fond du puits
22/08/2022 00:39:35,,"Kártɨ̀ gél sɔ́: jìnárì tɔ̀, sènégɨ̀ tɔ̀, kóbì tɔ̀, sùbátà tɔ̀","Il y a quatre couleurs: carreau, trèfle, coeur et pique"
22/08/2022 00:39:59,,"Dìngàm kárā ùl̄ kūnjá jē yā̰, dáà kūnjá jē lé gél-dé ɓə́dɨ́ ɓə́dɨ́","Un homme élevait beaucoup de poules, et les poules étaient des espèces différentes"
22/08/2022 00:40:21,,Būr ùndà gél kɔ̀sɨ̀ pā,Le varan commença à chanter
22/08/2022 00:40:42,,Bāgɨ̄ yèl̄ nè lé tə̀dɨ̀ gél-é gɨ́ nè ɓá yḛ̀ òsō-né nàńg,"L'aile de cet oiseau s'est cassée en dessous, c'est pourquoi il est tombé"
22/08/2022 00:41:08,,Kúrā-màr̄-ḿ ùndā-m̄ gél-tà-ḿ gɨ́ ìlā-m̄ nàńg,Mon ami m'a frappé au menton et m'a terrassé
22/08/2022 00:41:46,,àr ùy gèng,"Il reste pensif, hésitant"
22/08/2022 00:42:06,,Gèsɨ̄-é jē dá tō mṵ̀ yàá láy,"Le reste (des cartes) est du ""foin"""
22/08/2022 00:42:28,,Sé āw gə̄ ɗá wà? M-āw gə̄ súgɨ̀ gɨ́,Vers où tu te diriges? Je vais vers le marché
22/08/2022 00:42:54,,"ḭ̀ gə̄ ɗá ɗá kàrà, də̀w̄ gə̀r̄ ə̀ĺ","Il vient d'où, on n'en sait rien"
22/08/2022 00:43:15,,Njè-kɔ̀r̄ lé ùn ngàw-làr ɗā gə̄ kɔ̀sɨ̀,Le forgeron a pris un morceau de fer et en a forgé une houe
22/08/2022 00:43:40,,Tō gə̄ mbáy,Il est un chef
22/08/2022 00:44:07,,Ndī mbél màn̄ gə̄ mbél,Il y a eu une pluie torrentielle
22/08/2022 23:25:12,,ùwà dɔ̀ kāgɨ̄ gə̀bə̀rə̀ ìsì dɨ́,Il se pose bien sur un arbre
22/08/2022 23:25:39,,Tò dàn-á gə́dɨ́-gə́dɨ́,C'est bien en plein milieu
22/08/2022 23:26:02,,D-úwā nàńg gə̀dɨ̀rə̀-gə̀dɨ̀rə̀,On l'a retenu avec peine
22/08/2022 23:26:25,,Gə̀m bàl gɨ́ núngā lé lèl̄ yā̰,Les testicules du bouc grillés sont délicieux
22/08/2022 23:26:52,,Kə̀m-é tò gə̀ndə̀rə̀,Il a les yeux écarquillés
22/08/2022 23:27:12,,Gə́n̄g lé tō kùr̄ gɨ́ bòý yā̰ gɨ́ sɔ̀ ngán kùr̄ jē gɨ́ ɗàng,La mante religieuse est un insecte très grand qui mange beaucoup d'insectes plus petits
22/08/2022 23:27:40,,ún gə̀r̄ gɨ́ nè ām m̄-kōrē-né mùrū,Prend-moi ce spatule en bois pour que je puisse remuer la boule avec
22/08/2022 23:28:08,,Mā̰ m̄-gə̀r̄-dé ə̀ĺ,Je ne les connais pas
22/08/2022 23:28:28,,Sé ī-gə̀r̄-é wà? ,Est-ce que tu le connais?
22/08/2022 23:28:50,,m̄-gə̀r̄ ə̀ĺ ɓí,Je ne sais pas encore.VT comprendre
22/08/2022 23:29:19,,Dèné jē lé d-úr gə́r mbā tá gɨ́ bíyā,Les femmes creusent la racine du tapioca pour faire la bouillie
22/08/2022 23:30:58,,Də̀w̄ kùndà ngōn dɔ̀ gə́r yégɨ̄ dɨ́ lì-á ə̀ĺ,On ne frappe pas l'enfant sur la tombe de son souris
22/08/2022 23:31:21,,àr nàńg gə̀s,Il s'arrête dignement
22/08/2022 23:31:42,,Bìrī lé gél-é tò gə́ẁ,Le fond de ce mortier (neuf) est plat
22/08/2022 23:32:03,,Gə̰́y né ndām ɗí-á dɨ́ ngàā,Il a déjà cessé de porter (régulièrement) sa tenue d'initié
22/08/2022 23:32:26,,Sóò lé òsō gín màn̄ bùlà gɨ́,Le seau est tombé au fond du puits
22/08/2022 23:32:49,,Ngán jē d-áw ndām gìr kə́y gɨ́,Les enfants jouaient derrière la maison
22/08/2022 23:33:15,,āw tò gìr mbáy dɨ́,Va coucher à côté du roi
22/08/2022 23:33:39,,dɔ̀g-gìr-é-sɔ́,quatorze
22/08/2022 23:34:00,,à gɨ̀ kàw̄,Il s'apprête à aller
22/08/2022 23:34:18,,àw̄ gɨ̀ bɔ̀b-é,Il est parti avec son père
22/08/2022 23:34:38,,àw̄ gɨ̀ wōdɨ̄rō,Il est parti en voiture
22/08/2022 23:35:01,,Dḛ́ gɨ̀ dèné lə̀-á d-úsā ngúl lé nà̰ā̰ dɨ́,Lui et sa femme mangèrent les ignames ensemble
22/08/2022 23:35:36,,è ndìgì né-sɔ̀ gɨ́ làl̄ dā gɨ̀ kānjī,Il veut un repas sans viande et (sans) poisson
22/08/2022 23:35:59,,Jḛ̀ j-àw̄ gɨ̀ ngán jē ə̀ĺ,Nous n'avons pas des enfants
22/08/2022 23:37:02,,àw̄ sì né dɔ̀ pàĺ gɨ́,Il alla s'asseoir avec (la chose) sur le séchoir
22/08/2022 23:37:33,,ḛ̀ mbél kō lé mḛ̀ kèē gɨ́,Elle a versé le mil dans le van
22/08/2022 23:38:03,,Súgɨ̀ gɨ́ Mūndūú bòý yā̰ ùndā yè gɨ́ Sár̀,Le marché de Moundou est plus grand que celui de Sarh
22/08/2022 23:38:25,,Də̀w̄ gɨ́ ɓògò-m̄ lé tō ī à,La personne qui m'a volé était toi même
22/08/2022 23:39:20,,āw súgɨ̀ gɨ́ gɨ̀-mbā ndōgō ùbū,Va au marché pour acheter de l'huile
22/08/2022 23:40:02,,Dèné gɨ́-n̄ lé ò̰ mùrū lé gɨ̀ kárē-bàá láy,Cette femme là a mangé toute la boule seule
22/08/2022 23:40:34,,Ngōn lé ìlā-m̄ gɨ̀ ə̀r gɨ̄-ndāńg,L'enfant a jeté une pierre sur moi pour rien
22/08/2022 23:41:01,,ɓōlé ó̰ mùrū gɨ̀-ndɔ̄ɔ́ ndáà ā tò ɓī yā̰,"Si tu manges la boule le matin, tu dormiras beaucoup"
22/08/2022 23:41:20,,Mḛ̀ ɓē gɨ́-ɗá wà?,Dans quel village?
22/08/2022 23:41:44,,Sé bḭ̄yā̰ gɨ́-ɗá ɓá rī-á tī-é wà?,Laquelle chèvre est malade?
22/08/2022 23:42:19,,Sé ā ɗèē ndɔ̄ gɨ́-ɗá wà?,Quand vas-tu venir?
22/08/2022 23:42:40,,ɗí ɓá ā ɗā bèrè gɨ̀-sḭ́ wà?,Qu'est-ce que tu vas faire demain matin?
22/08/2022 23:43:04,,Bísī jē lé tò gō-dé dɨ́,Les chiens se couchèrent derrière eux
22/08/2022 23:43:25,,Tə̰̄y lé ə̀r kə̀m gō másàr gɨ́,Le petit mil devient mûr après le maïs
22/08/2022 23:43:59,,ḛ̀ ùndà gō ngōn-é,Il a tapé son enfant sur la nuque
22/08/2022 23:44:28,,àw̄ ndíl-í dɨ̀ mbā kàr̄-m̄ m-āw gō-é dɨ́,Il est allé à l'ombre pour que je le suive
22/08/2022 23:44:49,,"Ngà gō-gɨ́ ndáà, ā ɗā-né bàń?","Et après, qu'est-ce que tu en fais?"
22/08/2022 23:45:17,,ḭ́yá̰ dɨ̀ gō-ngāl-é ə̀ĺ,Ne le laisse pas sans surveillance
22/08/2022 23:45:51,,Rígɨ̀m ùn gòdɨ̀ gɔ̀l-é àw̄ sán̄g ngōn lé,L'hyène suivit les traces de ses pas et cherche l'enfant
22/08/2022 23:46:16,,Mbáy gòdó ɓē-é,Le chef n'est pas chez lui
22/08/2022 23:46:51,,Ngō-kó̰-í lé gòdó,Ton frère est absent
22/08/2022 23:47:14,,Né sɔ̀-sí gòdó,Il n'y a rien à manger pour nous
22/08/2022 23:47:40,,Sēngē lə̀-í gòdó wà?,Tu n'as pas de moustiquaire?
22/08/2022 23:48:01,,Dḛ́ gɨ́ d-áw kédé lé gə̀r̄ né gɨ́ tḛ̀ḛ̄ dɔ̀ dḛ́ gɨ́ nà̰y gògɨ́ lé ə̀ĺ,Ceux qui étaient avant n'ont pas vu ce qui est passé à ceux qui étaient derrière
22/08/2022 23:48:31,,"Jī dā gɨ́ kédé lé yàá òm būwá gɨ́ ɓá, ḛ̀ gɨ́ gògɨ́ à kòm būwá gɨ́ ɓə́y","Les pattes de devant tombent dans le trou d'abord, et les derrières vont tomber aussi"
22/08/2022 23:49:02,,Lò gɨ́ ā tél kàw̄ gògɨ́ ndáà ī-ɗèē ā-m̄ m-úlā-ī,"Quand tu partiras, viens ici, je te donnerai une commission"
22/08/2022 23:49:32,,Kūbū gɨ́ nèē lé tél ɗèē gògó,L'habit là est revenu à nouveau
